City,State,Postal Code,Region,Country,Customer ID
Arlington,Virginia,22204,South,United States,SR-20740
San Francisco,California,94122,West,United States,TZ-21580
San Diego,California,92024,West,United States,TN-21040
Watertown,New York,13601,East,United States,PW-19030
Los Angeles,California,90036,West,United States,AH-10075
Philadelphia,Pennsylvania,19140,East,United States,AY-10555
Akron,Ohio,44312,East,United States,SP-20650
San Francisco,California,94110,West,United States,ED-13885
Grand Rapids,Michigan,49505,Central,United States,CR-12625
San Francisco,California,94109,West,United States,CS-12400
Nashville,Tennessee,37211,South,United States,TS-21205
Philadelphia,Pennsylvania,19120,East,United States,RP-19390
Reno,Nevada,89502,West,United States,NF-18475
New York City,New York,10009,East,United States,PP-18955
Los Angeles,California,90008,West,United States,JD-16150
San Diego,California,92037,West,United States,EJ-14155
San Francisco,California,94110,West,United States,PW-19240
San Diego,California,92105,West,United States,TS-21430
Elyria,Ohio,44035,East,United States,BM-11650
Houston,Texas,77070,Central,United States,AW-10930
Miami,Florida,33178,South,United States,MH-17290
Seattle,Washington,98115,West,United States,SW-20275
Murfreesboro,Tennessee,37130,South,United States,SP-20860
Saint Louis,Missouri,63116,Central,United States,SC-20695
Seattle,Washington,98105,West,United States,PW-19030
New York City,New York,10024,East,United States,CS-12250
Woodbury,Minnesota,55125,Central,United States,RP-19855
Chattanooga,Tennessee,37421,South,United States,CS-12175
Philadelphia,Pennsylvania,19140,East,United States,MJ-17740
Lafayette,Louisiana,70506,South,United States,JG-15160
Lawrence,Indiana,46226,Central,United States,AG-10765
Hillsboro,Oregon,97123,West,United States,CK-12205
Cambridge,Massachusetts,2138,East,United States,HD-14785
San Diego,California,92105,West,United States,BO-11350
New York City,New York,10009,East,United States,LC-16885
Tallahassee,Florida,32303,South,United States,RB-19465
Toledo,Ohio,43615,East,United States,JD-16015
Columbia,Maryland,21044,East,United States,MF-17665
Atlanta,Georgia,30318,South,United States,BF-11170
Sacramento,California,95823,West,United States,FO-14305
Fort Worth,Texas,76106,Central,United States,BB-11545
Columbus,Ohio,43229,East,United States,IL-15100
Louisville,Colorado,80027,West,United States,PO-19180
Raleigh,North Carolina,27604,South,United States,DB-13555
New York City,New York,10024,East,United States,LC-16960
Chicago,Illinois,60623,Central,United States,MP-18175
Huntsville,Texas,77340,Central,United States,EA-14035
Salem,Oregon,97301,West,United States,BM-11785
Houston,Texas,77070,Central,United States,CM-12715
Twin Falls,Idaho,83301,West,United States,JD-16150
Knoxville,Tennessee,37918,South,United States,AS-10630
Phoenix,Arizona,85023,West,United States,CM-11815
Monroe,North Carolina,28110,South,United States,JE-15715
Richmond,Virginia,23223,South,United States,AG-10525
Los Angeles,California,90008,West,United States,BP-11095
Orem,Utah,84057,West,United States,MJ-17740
Burlington,Vermont,05408,East,United States,VM-21685
Philadelphia,Pennsylvania,19134,East,United States,KT-16480
Chicago,Illinois,60623,Central,United States,CS-12250
Oklahoma City,Oklahoma,73120,Central,United States,AB-10015
New York City,New York,10035,East,United States,AH-10030
Salt Lake City,Utah,84106,West,United States,DO-13435
Utica,New York,13501,East,United States,MC-17590
Philadelphia,Pennsylvania,19134,East,United States,JF-15190
Los Angeles,California,90004,West,United States,SM-20950
Jackson,Michigan,49201,Central,United States,SP-20650
Glendale,Arizona,85301,West,United States,CK-12760
Wilmington,Delaware,19805,East,United States,PW-19240
Austin,Texas,78745,Central,United States,EB-14170
Orlando,Florida,32839,South,United States,DK-13090
Reading,Pennsylvania,19601,East,United States,TB-21055
Philadelphia,Pennsylvania,19134,East,United States,AG-10900
Saint Charles,Missouri,63301,Central,United States,BB-11545
Indianapolis,Indiana,46203,Central,United States,VP-21760
Seattle,Washington,98115,West,United States,RP-19270
Harrisonburg,Virginia,22801,South,United States,DH-13675
Rochester,New York,14609,East,United States,SW-20455
Sandy Springs,Georgia,30328,South,United States,KF-16285
San Francisco,California,94110,West,United States,JR-16210
Minneapolis,Minnesota,55407,Central,United States,JC-16105
Columbus,Ohio,43229,East,United States,BP-11290
Raleigh,North Carolina,27604,South,United States,FA-14230
New York City,New York,10011,East,United States,DN-13690
Philadelphia,Pennsylvania,19143,East,United States,FO-14305
Meridian,Idaho,83642,West,United States,DP-13105
Sacramento,California,95823,West,United States,JW-15220
Charlotte,North Carolina,28205,South,United States,TT-21460
Paterson,New Jersey,7501,East,United States,SN-20560
Arlington,Virginia,22204,South,United States,JM-15865
Chicago,Illinois,60653,Central,United States,SB-20185
San Diego,California,92037,West,United States,CC-12475
Seattle,Washington,98105,West,United States,SH-19975
Columbus,Ohio,43229,East,United States,RB-19435
Houston,Texas,77095,Central,United States,TC-21295
Irving,Texas,75061,Central,United States,CT-11995
Morristown,New Jersey,7960,East,United States,GZ-14470
Los Angeles,California,90008,West,United States,AM-10360
Aurora,Illinois,60505,Central,United States,AH-10120
Durham,North Carolina,27707,South,United States,MY-18295
Columbus,Ohio,43229,East,United States,BS-11590
Los Angeles,California,90036,West,United States,BB-10990
Stockton,California,95207,West,United States,ML-17755
Columbia,Missouri,65203,Central,United States,FC-14245
Columbus,Georgia,31907,South,United States,CR-12625
San Diego,California,92037,West,United States,LC-16960
Texas City,Texas,77590,Central,United States,GZ-14470
Los Angeles,California,90004,West,United States,BD-11320
Springfield,Virginia,22153,South,United States,EM-14095
Decatur,Illinois,62521,Central,United States,BP-11290
New York City,New York,10009,East,United States,SU-20665
San Francisco,California,94110,West,United States,AY-10555
Moreno Valley,California,92553,West,United States,EM-13825
Everett,Massachusetts,2149,East,United States,SA-20830
Chattanooga,Tennessee,37421,South,United States,CA-12265
Austin,Texas,78745,Central,United States,CV-12805
Virginia Beach,Virginia,23464,South,United States,AH-10690
Jamestown,New York,14701,East,United States,DS-13180
Coral Gables,Florida,33134,South,United States,AH-10690
Hickory,North Carolina,28601,South,United States,ZC-21910
Rockford,Illinois,61107,Central,United States,DF-13135
Seattle,Washington,98103,West,United States,SS-20140
Huntsville,Texas,77340,Central,United States,FP-14320
Milwaukee,Wisconsin,53209,Central,United States,HE-14800
Green Bay,Wisconsin,54302,Central,United States,SP-20545
Philadelphia,Pennsylvania,19120,East,United States,BP-11185
Los Angeles,California,90008,West,United States,PG-18895
North Miami,Florida,33161,South,United States,JP-15520
Portland,Oregon,97206,West,United States,NW-18400
Aurora,Illinois,60505,Central,United States,SW-20245
San Francisco,California,94109,West,United States,EH-14005
San Francisco,California,94110,West,United States,SC-20260
New Bedford,Massachusetts,2740,East,United States,NC-18535
San Diego,California,92037,West,United States,AS-10090
Jackson,Tennessee,38301,South,United States,JL-15130
Jacksonville,Florida,32216,South,United States,VG-21790
San Diego,California,92024,West,United States,HG-14965
Hialeah,Florida,33012,South,United States,JH-15430
Houston,Texas,77070,Central,United States,RO-19780
Virginia Beach,Virginia,23464,South,United States,LW-17125
Houston,Texas,77070,Central,United States,CC-12370
Philadelphia,Pennsylvania,19120,East,United States,JP-16135
Memphis,Tennessee,38109,South,United States,DD-13570
Lakewood,Ohio,44107,East,United States,ES-14080
Philadelphia,Pennsylvania,19120,East,United States,RD-19900
Los Angeles,California,90008,West,United States,RL-19615
Dallas,Texas,75220,Central,United States,JP-15460
Orange,New Jersey,7050,East,United States,DM-13345
Dallas,Texas,75220,Central,United States,CS-11860
Romeoville,Illinois,60441,Central,United States,DL-13315
Chicago,Illinois,60623,Central,United States,LC-16870
Jacksonville,North Carolina,28540,South,United States,JG-15115
Springfield,Missouri,65807,Central,United States,HM-14860
San Francisco,California,94110,West,United States,TN-21040
Columbia,Tennessee,38401,South,United States,VP-21760
Hollywood,Florida,33021,South,United States,CS-12355
Dallas,Texas,75081,Central,United States,PG-18820
Houston,Texas,77041,Central,United States,HG-14845
Philadelphia,Pennsylvania,19140,East,United States,MH-18115
Phoenix,Arizona,85023,West,United States,TB-21280
Sandy Springs,Georgia,30328,South,United States,EM-13825
Spokane,Washington,99207,West,United States,JF-15415
Milwaukee,Wisconsin,53209,Central,United States,NB-18655
Fairfield,Ohio,45014,East,United States,CS-11860
Huntsville,Alabama,35810,South,United States,ND-18460
New York City,New York,10011,East,United States,EA-14035
Los Angeles,California,90008,West,United States,BP-11050
Carlsbad,New Mexico,88220,West,United States,NS-18640
Pocatello,Idaho,83201,West,United States,MV-17485
Springfield,Virginia,22153,South,United States,LE-16810
Toledo,Ohio,43615,East,United States,VP-21760
Fort Collins,Colorado,80525,West,United States,TC-21475
New York City,New York,10024,East,United States,SG-20470
New York City,New York,10035,East,United States,VP-21760
Marlborough,Massachusetts,1752,East,United States,PO-18865
New Rochelle,New York,10801,East,United States,JL-15130
Seattle,Washington,98103,West,United States,RW-19540
Detroit,Michigan,48227,Central,United States,RB-19465
Fayetteville,Arkansas,72701,South,United States,SC-20095
Quincy,Illinois,62301,Central,United States,EM-13960
New York City,New York,10035,East,United States,RP-19390
Detroit,Michigan,48205,Central,United States,AB-10105
Chandler,Arizona,85224,West,United States,ND-18460
Hollywood,Florida,33021,South,United States,XP-21865
Los Angeles,California,90049,West,United States,MM-18280
San Francisco,California,94122,West,United States,ML-17395
Sunnyvale,California,94086,West,United States,KM-16225
New York City,New York,10011,East,United States,SL-20155
Los Angeles,California,90004,West,United States,AJ-10780
San Francisco,California,94122,West,United States,DK-12835
Santa Ana,California,92704,West,United States,BK-11260
Seattle,Washington,98103,West,United States,CC-12670
New York City,New York,10011,East,United States,ED-13885
Los Angeles,California,90045,West,United States,SV-20785
Seattle,Washington,98103,West,United States,AR-10825
San Diego,California,92024,West,United States,CS-12250
New York City,New York,10035,East,United States,RR-19525
Chicago,Illinois,60653,Central,United States,BD-11500
Harrisonburg,Virginia,22801,South,United States,BM-11785
Rockville,Maryland,20852,East,United States,MS-17365
Des Moines,Washington,98198,West,United States,BM-11140
Philadelphia,Pennsylvania,19134,East,United States,KE-16420
Columbus,Indiana,47201,Central,United States,SZ-20035
Springfield,Missouri,65807,Central,United States,MB-18085
Henderson,Kentucky,42420,South,United States,DB-13555
Lakewood,Ohio,44107,East,United States,CB-12415
Omaha,Nebraska,68104,Central,United States,SP-20650
Henderson,Kentucky,42420,South,United States,GW-14605
Santa Ana,California,92704,West,United States,KH-16630
Springfield,Virginia,22153,South,United States,BG-11035
Suffolk,Virginia,23434,South,United States,LO-17170
Los Angeles,California,90049,West,United States,DV-13465
Houston,Texas,77041,Central,United States,LR-17035
Cary,North Carolina,27511,South,United States,RR-19525
Springfield,Ohio,45503,East,United States,TS-21610
Louisville,Kentucky,40214,South,United States,AH-10210
Troy,Ohio,45373,East,United States,DW-13585
Detroit,Michigan,48227,Central,United States,AJ-10945
Bloomington,Indiana,47401,Central,United States,SV-20785
Dallas,Texas,75081,Central,United States,MG-17650
Houston,Texas,77041,Central,United States,AB-10105
Haltom City,Texas,76117,Central,United States,MM-18280
Richmond,Virginia,23223,South,United States,MA-17995
Los Angeles,California,90049,West,United States,EB-13975
Philadelphia,Pennsylvania,19140,East,United States,NS-18505
Los Angeles,California,90036,West,United States,RB-19795
Los Angeles,California,90032,West,United States,JK-15325
San Francisco,California,94109,West,United States,PR-18880
Philadelphia,Pennsylvania,19120,East,United States,EH-13945
Houston,Texas,77070,Central,United States,MA-17560
Las Cruces,New Mexico,88001,West,United States,MA-17995
Houston,Texas,77070,Central,United States,JL-15505
Redmond,Oregon,97756,West,United States,AS-10045
Cleveland,Ohio,44105,East,United States,DC-12850
